County,year,month,Active.Ingredient.new,total,ym
PINAL,2014,10,ZETA-CYPERMETHRIN,7.101875,10/1/2014
PINAL,2014,11,BETA-CYFLUTHRIN,12.6235,11/1/2014
PINAL,2014,11,BIFENTHRIN,0.4,11/1/2014
PINAL,2014,11,DIMETHOATE,4.39,11/1/2014
PINAL,2014,11,ESFENVALERATE,0.39675,11/1/2014
PINAL,2014,11,ETHEPHON,50.76125,11/1/2014
PINAL,2014,11,LAMBDA-CYHALOTHRIN,0.584375,11/1/2014
PINAL,2014,11,MALATHION,24.1785,11/1/2014
PINAL,2014,11,ZETA-CYPERMETHRIN,6.0975,11/1/2014
PINAL,2014,12,BETA-CYFLUTHRIN,8.273875,12/1/2014
PINAL,2014,12,CHLORPYRIFOS,2,12/1/2014
PINAL,2014,12,DIMETHOATE,62.7736128,12/1/2014
PINAL,2014,12,LAMBDA-CYHALOTHRIN,1.268125,12/1/2014
PINAL,2014,12,MALATHION,7.75,12/1/2014
PINAL,2014,12,ZETA-CYPERMETHRIN,10.846875,12/1/2014
PINAL,2015,1,BETA-CYFLUTHRIN,15.3654375,1/1/2015
PINAL,2015,1,CHLORPYRIFOS,15,1/1/2015
PINAL,2015,1,CYFLUTHRIN,1.3125,1/1/2015
PINAL,2015,1,DIMETHOATE,31.14,1/1/2015
PINAL,2015,1,ESFENVALERATE,0.471875,1/1/2015
PINAL,2015,1,LAMBDA-CYHALOTHRIN,0.4375,1/1/2015
PINAL,2015,1,MALATHION,46.081,1/1/2015
PINAL,2015,1,METHOMYL,0.84,1/1/2015
PINAL,2015,1,ZETA-CYPERMETHRIN,0.43625,1/1/2015
PINAL,2015,2,BETA-CYFLUTHRIN,41.3934375,2/1/2015
PINAL,2015,2,CHLORPYRIFOS,19.55,2/1/2015
PINAL,2015,2,CYFLUTHRIN,23.24,2/1/2015
PINAL,2015,2,DIMETHOATE,184.59675,2/1/2015
PINAL,2015,2,LAMBDA-CYHALOTHRIN,30.069,2/1/2015
PINAL,2015,2,MALATHION,420.296625,2/1/2015
PINAL,2015,2,PERMETHRIN,2.33675,2/1/2015
PINAL,2015,2,ZETA-CYPERMETHRIN,18.4975,2/1/2015
PINAL,2015,3,BETA-CYFLUTHRIN,2.1399375,3/1/2015
PINAL,2015,3,CHLORPYRIFOS,0.96,3/1/2015
PINAL,2015,3,CYFLUTHRIN,1.878125,3/1/2015
PINAL,2015,3,DIMETHOATE,44.830625,3/1/2015
PINAL,2015,3,LAMBDA-CYHALOTHRIN,24.5835625,3/1/2015
PINAL,2015,3,MALATHION,53.377,3/1/2015
PINAL,2015,3,PERMETHRIN,0.7426875,3/1/2015
PINAL,2015,3,ZETA-CYPERMETHRIN,335.875625,3/1/2015
PINAL,2015,4,BETA-CYFLUTHRIN,8.8375,4/1/2015
PINAL,2015,4,BIFENTHRIN,4,4/1/2015
PINAL,2015,4,CYFLUTHRIN,3.0625,4/1/2015
PINAL,2015,4,DIMETHOATE,0.75,4/1/2015
PINAL,2015,4,LAMBDA-CYHALOTHRIN,0.48,4/1/2015
PINAL,2015,4,MALATHION,6.25,4/1/2015
PINAL,2015,5,BETA-CYFLUTHRIN,0.66,5/1/2015
PINAL,2015,5,BIFENTHRIN,2.075,5/1/2015
PINAL,2015,5,CHLORPYRIFOS,641.85,5/1/2015
PINAL,2015,5,CYFLUTHRIN,6.723,5/1/2015
PINAL,2015,5,DIMETHOATE,6518.265,5/1/2015
PINAL,2015,5,LAMBDA-CYHALOTHRIN,0.95625,5/1/2015
PINAL,2015,5,ZETA-CYPERMETHRIN,1.411,5/1/2015
PINAL,2015,6,BIFENTHRIN,1.575,6/1/2015
PINAL,2015,6,DIMETHOATE,38.12575,6/1/2015
PINAL,2015,6,LAMBDA-CYHALOTHRIN,0.290875,6/1/2015
PINAL,2015,7,ACEPHATE,0.95,7/1/2015
PINAL,2015,7,BETA-CYFLUTHRIN,1.4326875,7/1/2015
PINAL,2015,7,BIFENTHRIN,4.6073125,7/1/2015
PINAL,2015,7,CYFLUTHRIN,0.15375,7/1/2015
PINAL,2015,7,ESFENVALERATE,0.6,7/1/2015
PINAL,2015,7,LAMBDA-CYHALOTHRIN,0.79225,7/1/2015
PINAL,2015,8,ACEPHATE,427.8,8/1/2015
PINAL,2015,8,BETA-CYFLUTHRIN,3.452,8/1/2015
PINAL,2015,8,BIFENTHRIN,447.009,8/1/2015
PINAL,2015,8,CHLORPYRIFOS,0.525,8/1/2015
PINAL,2015,8,CYFLUTHRIN,1.075,8/1/2015
PINAL,2015,8,CYPERMETHRIN,0.914375,8/1/2015
PINAL,2015,8,ESFENVALERATE,0.6,8/1/2015
PINAL,2015,8,LAMBDA-CYHALOTHRIN,107.107825,8/1/2015
PINAL,2015,8,ZETA-CYPERMETHRIN,3.97125,8/1/2015
PINAL,2015,9,ACEPHATE,5,9/1/2015
PINAL,2015,9,BETA-CYFLUTHRIN,6.9938125,9/1/2015
PINAL,2015,9,CHLORPYRIFOS,7.492,9/1/2015
PINAL,2015,9,CYFLUTHRIN,0.175,9/1/2015
PINAL,2015,9,CYPERMETHRIN,0.31125,9/1/2015
PINAL,2015,9,DIMETHOATE,2,9/1/2015
PINAL,2015,9,ETHEPHON,20.7962528,9/1/2015
PINAL,2015,9,LAMBDA-CYHALOTHRIN,1.42075,9/1/2015
PINAL,2015,9,MALATHION,3.69,9/1/2015
PINAL,2015,9,ZETA-CYPERMETHRIN,6.81,9/1/2015
PINAL,2015,10,BETA-CYFLUTHRIN,18.1109385,10/1/2015
PINAL,2015,10,CHLORPYRIFOS,3.86,10/1/2015
PINAL,2015,10,ETHEPHON,84.379212,10/1/2015
PINAL,2015,10,MALATHION,5.95,10/1/2015
PINAL,2015,10,ZETA-CYPERMETHRIN,4.01875,10/1/2015
PINAL,2015,11,CHLORPYRIFOS,1.967,11/1/2015
PINAL,2015,11,ETHEPHON,78.84,11/1/2015
PINAL,2015,11,ZETA-CYPERMETHRIN,2.963125,11/1/2015
PINAL,2015,12,BETA-CYFLUTHRIN,4.0615,12/1/2015
PINAL,2015,12,DIMETHOATE,4595.52,12/1/2015
PINAL,2015,12,MALATHION,17.43,12/1/2015
PINAL,2016,2,BETA-CYFLUTHRIN,56.879375,2/1/2016
PINAL,2016,2,CYFLUTHRIN,0.35,2/1/2016
PINAL,2016,2,DIMETHOATE,86.884,2/1/2016
PINAL,2016,2,LAMBDA-CYHALOTHRIN,0.2375,2/1/2016
PINAL,2016,2,MALATHION,395.739,2/1/2016
PINAL,2016,2,ZETA-CYPERMETHRIN,15.071375,2/1/2016
PINAL,2016,3,BETA-CYFLUTHRIN,37.40975,3/1/2016
PINAL,2016,3,CARBARYL,0.629,3/1/2016
PINAL,2016,3,CHLORPYRIFOS,29.464,3/1/2016
PINAL,2016,3,CYFLUTHRIN,3.325,3/1/2016
PINAL,2016,3,DIMETHOATE,159.5493125,3/1/2016
PINAL,2016,3,LAMBDA-CYHALOTHRIN,13.11375,3/1/2016
PINAL,2016,3,MALATHION,499.2785,3/1/2016
PINAL,2016,3,PYRETHRINS,4.25,3/1/2016
PINAL,2016,3,ZETA-CYPERMETHRIN,305.82175,3/1/2016
PINAL,2016,4,BETA-CYFLUTHRIN,5.198125,4/1/2016
PINAL,2016,4,CHLORPYRIFOS,0.5125,4/1/2016
PINAL,2016,4,DIMETHOATE,160.34,4/1/2016
PINAL,2016,4,LAMBDA-CYHALOTHRIN,9.8395,4/1/2016
PINAL,2016,4,MALATHION,111.28,4/1/2016
PINAL,2016,4,ZETA-CYPERMETHRIN,23.89125,4/1/2016
PINAL,2016,5,CHLORPYRIFOS,131.286,5/1/2016
PINAL,2016,5,DIMETHOATE,19.92,5/1/2016
PINAL,2016,5,FENPROPATHRIN,1.3325,5/1/2016
PINAL,2016,5,MALATHION,15.352,5/1/2016
PINAL,2016,6,BIFENTHRIN,1.44,6/1/2016
PINAL,2016,6,CHLORPYRIFOS,4212.375,6/1/2016
PINAL,2016,6,DIMETHOATE,196.796,6/1/2016
PINAL,2016,6,LAMBDA-CYHALOTHRIN,443.22,6/1/2016
PINAL,2016,6,MALATHION,6.318,6/1/2016
PINAL,2016,7,ACEPHATE,27.046,7/1/2016
PINAL,2016,7,BETA-CYFLUTHRIN,7.371875,7/1/2016
PINAL,2016,7,BIFENTHRIN,9.8009375,7/1/2016
PINAL,2016,7,CHLORPYRIFOS,129.394,7/1/2016
PINAL,2016,7,DIAZINON,8.16,7/1/2016
PINAL,2016,7,DIMETHOATE,2.904,7/1/2016
PINAL,2016,7,LAMBDA-CYHALOTHRIN,22.476625,7/1/2016
PINAL,2016,7,MALATHION,11,7/1/2016
PINAL,2016,7,ZETA-CYPERMETHRIN,1.104875,7/1/2016
PINAL,2016,8,ACEPHATE,386.63,8/1/2016
PINAL,2016,8,BETA-CYFLUTHRIN,18.0595625,8/1/2016
PINAL,2016,8,BIFENTHRIN,62.571875,8/1/2016
PINAL,2016,8,CHLORPYRIFOS,107.4873568,8/1/2016
PINAL,2016,8,CYFLUTHRIN,0.175,8/1/2016
PINAL,2016,8,DIMETHOATE,63.299,8/1/2016
PINAL,2016,8,ETHEPHON,20.7716416,8/1/2016
PINAL,2016,8,FENPROPATHRIN,1.1965,8/1/2016
PINAL,2016,8,LAMBDA-CYHALOTHRIN,4.407375,8/1/2016
PINAL,2016,8,MALATHION,10,8/1/2016
PINAL,2016,8,ZETA-CYPERMETHRIN,0.70625,8/1/2016
PINAL,2016,9,ACEPHATE,98.149,9/1/2016
PINAL,2016,9,BETA-CYFLUTHRIN,2.703125,9/1/2016
PINAL,2016,9,BIFENTHRIN,11.6615,9/1/2016
PINAL,2016,9,CHLORPYRIFOS,10.103,9/1/2016
PINAL,2016,9,ETHEPHON,113.4302322,9/1/2016
PINAL,2016,9,FENPROPATHRIN,17.408375,9/1/2016
PINAL,2016,9,PYRETHRINS,6.375,9/1/2016
PINAL,2016,9,ZETA-CYPERMETHRIN,1.571875,9/1/2016
PINAL,2016,10,BETA-CYFLUTHRIN,2.8195,10/1/2016
PINAL,2016,10,CHLORPYRIFOS,18.0048,10/1/2016
PINAL,2016,10,ETHEPHON,169.4489632,10/1/2016
PINAL,2016,10,LAMBDA-CYHALOTHRIN,0.4,10/1/2016
PINAL,2016,10,PYRETHRINS,39,10/1/2016
PINAL,2016,10,ZETA-CYPERMETHRIN,4.58075,10/1/2016
PINAL,2016,11,BETA-CYFLUTHRIN,0.5175625,11/1/2016
PINAL,2016,11,ETHEPHON,8.5136768,11/1/2016
PINAL,2016,11,PERMETHRIN,0.09375,11/1/2016
PINAL,2016,11,PYRETHRINS,53.5,11/1/2016
PINAL,2016,12,BETA-CYFLUTHRIN,0.175,12/1/2016
PINAL,2016,12,DIMETHOATE,0.57,12/1/2016
PINAL,2016,12,PYRETHRINS,8,12/1/2016
SANTA CRUZ,2015,3,BETA-CYFLUTHRIN,0.49625,3/1/2015
SANTA CRUZ,2015,3,PYRETHRINS,2.065536,3/1/2015
YAVAPAI,2012,9,BIFENTHRIN,1.62,9/1/2012
YAVAPAI,2012,10,BENSULIDE,12.5184,10/1/2012
YAVAPAI,2012,10,BIFENTHRIN,0.64375,10/1/2012
YAVAPAI,2012,12,LAMBDA-CYHALOTHRIN,0.230625,12/1/2012
YAVAPAI,2013,3,LAMBDA-CYHALOTHRIN,0.22875,3/1/2013
YAVAPAI,2013,9,BENSULIDE,10.4445184,9/1/2013
YAVAPAI,2013,9,PERMETHRIN,0.38125,9/1/2013
YAVAPAI,2013,9,PYRETHRINS,0.625,9/1/2013
YAVAPAI,2013,10,BENSULIDE,12.45,10/1/2013
YAVAPAI,2013,10,BETA-CYFLUTHRIN,0.2,10/1/2013
YAVAPAI,2013,10,BIFENTHRIN,0.4,10/1/2013
YAVAPAI,2013,10,CYPERMETHRIN,0.288125,10/1/2013
YAVAPAI,2013,10,LAMBDA-CYHALOTHRIN,0.68875,10/1/2013
YAVAPAI,2013,10,PERMETHRIN,1,10/1/2013
YAVAPAI,2013,10,ZETA-CYPERMETHRIN,0.204375,10/1/2013
YAVAPAI,2013,11,BENSULIDE,25.2412672,11/1/2013
YAVAPAI,2013,11,CYFLUTHRIN,0.2,11/1/2013
YAVAPAI,2013,11,LAMBDA-CYHALOTHRIN,3.0838125,11/1/2013
YAVAPAI,2013,11,METHOMYL,0.488,11/1/2013
YAVAPAI,2013,11,PERMETHRIN,2.9095,11/1/2013
YAVAPAI,2013,11,ZETA-CYPERMETHRIN,0.495125,11/1/2013
YAVAPAI,2013,12,BIFENTHRIN,0.346875,12/1/2013
YAVAPAI,2013,12,CYFLUTHRIN,0.32625,12/1/2013
YAVAPAI,2013,12,LAMBDA-CYHALOTHRIN,0.340625,12/1/2013
YAVAPAI,2013,12,METHOMYL,1.68,12/1/2013
YAVAPAI,2013,12,PERMETHRIN,2.62375,12/1/2013
YAVAPAI,2014,1,CYFLUTHRIN,0.2,1/1/2014
YAVAPAI,2014,1,PERMETHRIN,1.8418125,1/1/2014
YAVAPAI,2014,1,ZETA-CYPERMETHRIN,0.2125,1/1/2014
YAVAPAI,2014,2,CHLORPYRIFOS,0.720625,2/1/2014
YAVAPAI,2014,2,LAMBDA-CYHALOTHRIN,0.66,2/1/2014
YAVAPAI,2014,9,CARBARYL,0.5216,9/1/2014
YAVAPAI,2014,10,BENSULIDE,7,10/1/2014
YAVAPAI,2014,11,BETA-CYFLUTHRIN,0.2,11/1/2014
YAVAPAI,2014,11,ZETA-CYPERMETHRIN,0.5375,11/1/2014
YAVAPAI,2014,12,BENSULIDE,16.6912,12/1/2014
YAVAPAI,2014,12,LAMBDA-CYHALOTHRIN,0.72,12/1/2014
YAVAPAI,2015,2,ACEPHATE,0.91,2/1/2015
YAVAPAI,2015,2,BENSULIDE,24.9,2/1/2015
YAVAPAI,2015,2,BETA-CYFLUTHRIN,0.9,2/1/2015
YAVAPAI,2015,2,LAMBDA-CYHALOTHRIN,0.64,2/1/2015
YAVAPAI,2015,2,MALATHION,10,2/1/2015
YAVAPAI,2015,2,PERMETHRIN,2.349375,2/1/2015
YAVAPAI,2015,2,PYRETHRINS,1.2155,2/1/2015
YAVAPAI,2015,2,ZETA-CYPERMETHRIN,0.25,2/1/2015
YAVAPAI,2015,3,BENSULIDE,16.6,3/1/2015
YAVAPAI,2015,3,ETHEPHON,13.75,3/1/2015
YAVAPAI,2015,4,ETHEPHON,13.75,4/1/2015
YAVAPAI,2015,5,BENSULIDE,16.6,5/1/2015
YAVAPAI,2015,5,ETHEPHON,10,5/1/2015
YAVAPAI,2015,9,ZETA-CYPERMETHRIN,0.516875,9/1/2015
YAVAPAI,2015,10,PERMETHRIN,0.71875,10/1/2015
YAVAPAI,2015,11,BENSULIDE,1105.792,11/1/2015
YAVAPAI,2015,11,LAMBDA-CYHALOTHRIN,0.46125,11/1/2015
YAVAPAI,2015,11,PERMETHRIN,0.476875,11/1/2015
YAVAPAI,2015,12,BENSULIDE,181.77,12/1/2015
YAVAPAI,2016,1,LAMBDA-CYHALOTHRIN,1.32375,1/1/2016
YAVAPAI,2016,1,PERMETHRIN,2,1/1/2016
YAVAPAI,2016,3,BENSULIDE,66.4,3/1/2016
YAVAPAI,2016,3,LAMBDA-CYHALOTHRIN,0.48,3/1/2016
YAVAPAI,2016,3,PERMETHRIN,0.845,3/1/2016
YAVAPAI,2016,4,ETHEPHON,110,4/1/2016
YAVAPAI,2016,5,BENSULIDE,66.4,5/1/2016
YAVAPAI,2016,5,ETHEPHON,27.5,5/1/2016
YAVAPAI,2016,9,BENSULIDE,38.8,9/1/2016
YAVAPAI,2016,10,BENSULIDE,225.12,10/1/2016
YAVAPAI,2016,10,BIFENTHRIN,1.5,10/1/2016
YAVAPAI,2016,10,ESFENVALERATE,0.875,10/1/2016
YAVAPAI,2016,10,PERMETHRIN,2.398125,10/1/2016
YAVAPAI,2016,11,BENSULIDE,16.6,11/1/2016
YAVAPAI,2016,11,LAMBDA-CYHALOTHRIN,0.7075,11/1/2016
YAVAPAI,2016,11,METHOMYL,1.1,11/1/2016
YAVAPAI,2016,11,PERMETHRIN,1.33375,11/1/2016
YAVAPAI,2016,12,ZETA-CYPERMETHRIN,0.26875,12/1/2016
YUMA,1992,1,(Z)-2-CARBOMETHOXY-1-METHYLVINYL DIMETHYL PHOSPHATE,5.138965,1/1/1992
YUMA,1992,1,"2-BUTENOIC ACID, 3-((DIMETHOXYPHOSPHINYL)OXY)-, METHYL ESTER, (E)-",5.138965,1/1/1992
YUMA,1992,1,ACEPHATE,29.09,1/1/1992
YUMA,1992,1,BENSULIDE,4.51347,1/1/1992
YUMA,1992,1,CHLORPYRIFOS,12.3871875,1/1/1992
YUMA,1992,1,CYPERMETHRIN,13.3424525,1/1/1992
YUMA,1992,1,DIAZINON,6.859515,1/1/1992
YUMA,1992,1,DIMETHOATE,56.367285,1/1/1992
YUMA,1992,1,DISULFOTON,15.59475,1/1/1992
YUMA,1992,1,ESFENVALERATE,7.175675,1/1/1992
YUMA,1992,1,MALATHION,25.037545,1/1/1992
YUMA,1992,1,METHAMIDOPHOS,0.13,1/1/1992
YUMA,1992,1,METHOMYL,91.85275,1/1/1992
YUMA,1992,1,MEVINPHOS,56.822545,1/1/1992
YUMA,1992,1,OXAMYL,24.47341,1/1/1992
YUMA,1992,1,PERMETHRIN,79.4348375,1/1/1992
YUMA,1992,1,PYRETHRINS,7.437235,1/1/1992
YUMA,1992,2,(Z)-2-CARBOMETHOXY-1-METHYLVINYL DIMETHYL PHOSPHATE,18.803135,2/1/1992
YUMA,1992,2,"2-BUTENOIC ACID, 3-((DIMETHOXYPHOSPHINYL)OXY)-, METHYL ESTER, (E)-",18.803135,2/1/1992
YUMA,1992,2,ACEPHATE,52.56775,2/1/1992
YUMA,1992,2,BENSULIDE,1.386645,2/1/1992
YUMA,1992,2,BIFENTHRIN,2.496,2/1/1992
YUMA,1992,2,CARBOFURAN,9.89417,2/1/1992
YUMA,1992,2,CHLORPYRIFOS,9.99,2/1/1992
YUMA,1992,2,CYPERMETHRIN,25.5388975,2/1/1992
YUMA,1992,2,DIAZINON,26.585585,2/1/1992
YUMA,1992,2,DIMETHOATE,112.27853,2/1/1992
YUMA,1992,2,DISULFOTON,5.653635,2/1/1992
YUMA,1992,2,ESFENVALERATE,7.50698,2/1/1992
YUMA,1992,2,MALATHION,171.23665,2/1/1992
YUMA,1992,2,METHAMIDOPHOS,0.13,2/1/1992
YUMA,1992,2,METHIDATHION,38.064,2/1/1992
YUMA,1992,2,METHOMYL,73.8563125,2/1/1992
YUMA,1992,2,MEVINPHOS,309.259145,2/1/1992
YUMA,1992,2,OXAMYL,16.49518,2/1/1992
YUMA,1992,2,PERMETHRIN,155.495235,2/1/1992
YUMA,1992,2,PHOSMET,11.2515,2/1/1992
YUMA,1992,2,PYRETHRINS,10.12713,2/1/1992
YUMA,1992,3,(Z)-2-CARBOMETHOXY-1-METHYLVINYL DIMETHYL PHOSPHATE,14.509495,3/1/1992
YUMA,1992,3,"2-BUTENOIC ACID, 3-((DIMETHOXYPHOSPHINYL)OXY)-, METHYL ESTER, (E)-",14.509495,3/1/1992
YUMA,1992,3,ALDICARB,165,3/1/1992
YUMA,1992,3,AZINPHOS-METHYL,48.427145,3/1/1992
YUMA,1992,3,CARBOFURAN,4.54922,3/1/1992
YUMA,1992,3,CHLORPYRIFOS,137.18246,3/1/1992
YUMA,1992,3,CYPERMETHRIN,5.319785,3/1/1992
YUMA,1992,3,DIAZINON,5.290025,3/1/1992
YUMA,1992,3,DIMETHOATE,65.988715,3/1/1992
YUMA,1992,3,DISULFOTON,89.54668,3/1/1992
YUMA,1992,3,ESFENVALERATE,6.92198,3/1/1992
YUMA,1992,3,MALATHION,205.896015,3/1/1992
YUMA,1992,3,METHAMIDOPHOS,5.450705,3/1/1992
YUMA,1992,3,METHOMYL,13.5435,3/1/1992
YUMA,1992,3,MEVINPHOS,206.01139,3/1/1992
YUMA,1992,3,OXAMYL,0.462215,3/1/1992
YUMA,1992,3,OXYDEMETON-METHYL,17.57691,3/1/1992
YUMA,1992,3,PERMETHRIN,120.076315,3/1/1992
YUMA,1992,3,PHOSMET,1.111125,3/1/1992
YUMA,1992,3,PYRETHRINS,8.414705,3/1/1992
YUMA,1992,4,(Z)-2-CARBOMETHOXY-1-METHYLVINYL DIMETHYL PHOSPHATE,0.39,4/1/1992
YUMA,1992,4,"2-BUTENOIC ACID, 3-((DIMETHOXYPHOSPHINYL)OXY)-, METHYL ESTER, (E)-",0.39,4/1/1992
YUMA,1992,4,ACEPHATE,3.37275,4/1/1992
YUMA,1992,4,ALDICARB,146.14275,4/1/1992
YUMA,1992,4,AZINPHOS-METHYL,183.59146,4/1/1992
YUMA,1992,4,CARBOFURAN,1.0192,4/1/1992
YUMA,1992,4,CHLORPYRIFOS,150.77803,4/1/1992
YUMA,1992,4,DIAZINON,0.52,4/1/1992
YUMA,1992,4,DIMETHOATE,500.73673,4/1/1992
YUMA,1992,4,DISULFOTON,2.11328,4/1/1992
YUMA,1992,4,ESFENVALERATE,12.63938,4/1/1992
YUMA,1992,4,FLUVALINATE,1.329575,4/1/1992
YUMA,1992,4,MALATHION,116.87624,4/1/1992
YUMA,1992,4,METHAMIDOPHOS,11.9496,4/1/1992
YUMA,1992,4,METHIDATHION,8.733725,4/1/1992
YUMA,1992,4,METHOMYL,44.9263125,4/1/1992
YUMA,1992,4,MEVINPHOS,22.689615,4/1/1992
YUMA,1992,4,OXAMYL,0.853905,4/1/1992
YUMA,1992,4,OXYDEMETON-METHYL,49.337795,4/1/1992
YUMA,1992,4,PERMETHRIN,23.19833,4/1/1992
YUMA,1992,4,THIODICARB,3.14808,4/1/1992
YUMA,1992,5,(Z)-2-CARBOMETHOXY-1-METHYLVINYL DIMETHYL PHOSPHATE,0.39,5/1/1992
YUMA,1992,5,"2-BUTENOIC ACID, 3-((DIMETHOXYPHOSPHINYL)OXY)-, METHYL ESTER, (E)-",0.39,5/1/1992
YUMA,1992,5,ACEPHATE,15.8245,5/1/1992
YUMA,1992,5,ALDICARB,363.2323125,5/1/1992
YUMA,1992,5,AZINPHOS-METHYL,167.56363,5/1/1992
YUMA,1992,5,BIFENTHRIN,3.069495,5/1/1992
YUMA,1992,5,CHLORPYRIFOS,337.64185,5/1/1992
YUMA,1992,5,DIAZINON,5.39448,5/1/1992
YUMA,1992,5,DIMETHOATE,534.942395,5/1/1992
YUMA,1992,5,DISULFOTON,0.80002,5/1/1992
YUMA,1992,5,ESFENVALERATE,4.033575,5/1/1992
YUMA,1992,5,MALATHION,33.8312,5/1/1992
YUMA,1992,5,METHAMIDOPHOS,54.26512,5/1/1992
YUMA,1992,5,METHIDATHION,13.754065,5/1/1992
YUMA,1992,5,METHOMYL,90.97641,5/1/1992
YUMA,1992,5,MEVINPHOS,17.63307,5/1/1992
YUMA,1992,5,OXYDEMETON-METHYL,6.255275,5/1/1992
YUMA,1992,5,PERMETHRIN,15.334665,5/1/1992
YUMA,1992,6,(Z)-2-CARBOMETHOXY-1-METHYLVINYL DIMETHYL PHOSPHATE,0.13,6/1/1992
YUMA,1992,6,"2-BUTENOIC ACID, 3-((DIMETHOXYPHOSPHINYL)OXY)-, METHYL ESTER, (E)-",0.13,6/1/1992
YUMA,1992,6,ACEPHATE,36.8208125,6/1/1992
YUMA,1992,6,ALDICARB,66,6/1/1992
YUMA,1992,6,AZINPHOS-METHYL,55.26755,6/1/1992
YUMA,1992,6,BIFENTHRIN,8.591505,6/1/1992
YUMA,1992,6,CHLORPYRIFOS,271.55635,6/1/1992
YUMA,1992,6,CYFLUTHRIN,3.166735,6/1/1992
YUMA,1992,6,DIAZINON,13.474045,6/1/1992
YUMA,1992,6,DIMETHOATE,42.44981,6/1/1992
YUMA,1992,6,DISULFOTON,2.53513,6/1/1992
YUMA,1992,6,ESFENVALERATE,4.04898,6/1/1992
YUMA,1992,6,LAMBDA-CYHALOTHRIN,7.935525,6/1/1992
YUMA,1992,6,MALATHION,37.625705,6/1/1992
YUMA,1992,6,METHAMIDOPHOS,26.373555,6/1/1992
YUMA,1992,6,METHIDATHION,98.014215,6/1/1992
YUMA,1992,6,METHOMYL,41.35878,6/1/1992
YUMA,1992,6,MEVINPHOS,1.26269,6/1/1992
YUMA,1992,6,OXYDEMETON-METHYL,16.82226,6/1/1992
YUMA,1992,6,PERMETHRIN,7.120195,6/1/1992
YUMA,1992,7,(Z)-2-CARBOMETHOXY-1-METHYLVINYL DIMETHYL PHOSPHATE,0.26,7/1/1992
YUMA,1992,7,"2-BUTENOIC ACID, 3-((DIMETHOXYPHOSPHINYL)OXY)-, METHYL ESTER, (E)-",0.26,7/1/1992
YUMA,1992,7,ACEPHATE,126.2753125,7/1/1992
YUMA,1992,7,AZINPHOS-METHYL,55.3319,7/1/1992
YUMA,1992,7,BIFENTHRIN,20.01272,7/1/1992
YUMA,1992,7,CHLORPYRIFOS,227.24754,7/1/1992
YUMA,1992,7,CYFLUTHRIN,22.950655,7/1/1992
YUMA,1992,7,CYPERMETHRIN,6.202465,7/1/1992
YUMA,1992,7,DIAZINON,0.26,7/1/1992
YUMA,1992,7,DIMETHOATE,50.32183,7/1/1992
YUMA,1992,7,DISULFOTON,13.3,7/1/1992
YUMA,1992,7,ESFENVALERATE,17.13322,7/1/1992
YUMA,1992,7,LAMBDA-CYHALOTHRIN,26.998985,7/1/1992
YUMA,1992,7,MALATHION,5.917665,7/1/1992
YUMA,1992,7,METHAMIDOPHOS,29.01938,7/1/1992
YUMA,1992,7,METHIDATHION,21.57584,7/1/1992
YUMA,1992,7,MEVINPHOS,1.04,7/1/1992
YUMA,1992,7,PERMETHRIN,3.45142,7/1/1992
YUMA,1992,7,PROFENOFOS,11.658595,7/1/1992
YUMA,1992,7,TRALOMETHRIN,0.404105,7/1/1992
YUMA,1992,7,TRIBUFOS,22.95124,7/1/1992
YUMA,1992,8,ACEPHATE,33.792,8/1/1992
YUMA,1992,8,AZINPHOS-METHYL,140.34618,8/1/1992
YUMA,1992,8,BIFENTHRIN,18.1415,8/1/1992
YUMA,1992,8,CARBARYL,29.197125,8/1/1992
YUMA,1992,8,CHLORPYRIFOS,183.268215,8/1/1992
YUMA,1992,8,CYFLUTHRIN,2.474875,8/1/1992
YUMA,1992,8,CYPERMETHRIN,21.07927,8/1/1992
YUMA,1992,8,DIAZINON,4.812275,8/1/1992
YUMA,1992,8,DIMETHOATE,13.810355,8/1/1992
YUMA,1992,8,ESFENVALERATE,14.322035,8/1/1992
YUMA,1992,8,ETHEPHON,1.07354,8/1/1992
YUMA,1992,8,LAMBDA-CYHALOTHRIN,16.499015,8/1/1992
YUMA,1992,8,MALATHION,12.16215,8/1/1992
YUMA,1992,8,METHOMYL,4.2963125,8/1/1992
YUMA,1992,8,METHYL PARATHION,38.64653,8/1/1992
YUMA,1992,8,OXAMYL,8.15126,8/1/1992
YUMA,1992,8,PARATHION,22.211995,8/1/1992
YUMA,1992,8,PERMETHRIN,9.0677125,8/1/1992
YUMA,1992,8,PROFENOFOS,113.2339,8/1/1992
YUMA,1992,8,TRIBUFOS,266.771375,8/1/1992
YUMA,1992,9,ACEPHATE,116.0255625,9/1/1992
YUMA,1992,9,AZINPHOS-METHYL,12.621375,9/1/1992
YUMA,1992,9,BENSULIDE,164.081125,9/1/1992
YUMA,1992,9,BIFENTHRIN,15.55047,9/1/1992
YUMA,1992,9,CARBARYL,55.6451875,9/1/1992
YUMA,1992,9,CHLORPYRIFOS,337.7702375,9/1/1992
YUMA,1992,9,CYFLUTHRIN,0.416,9/1/1992
YUMA,1992,9,CYPERMETHRIN,30.332635,9/1/1992
YUMA,1992,9,DIAZINON,254.39619,9/1/1992
YUMA,1992,9,DIMETHOATE,77.773085,9/1/1992
